"['104.52', '108.11', '111.43', '113.84', '112.92', '111.21', '112.55', '113.13', '114.43', '122.06', '121.7', '120.57', '127.83', '1']"
"['247.6', '244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '1']"
"['244.67', '245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '0']"
"['245.31', '251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '0']"
"['251.39', '253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '1']"
"['253.7', '253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '1']"
"['253.04', '257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '0']"
"['257.89', '255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '0']"
"['255.91', '254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '1']"
"['254.27', '246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '0']"
"['246.78', '240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '1']"
"['240.83', '236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '1']"
"['236.57', '236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '0']"
"['236.38', '236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '0']"
"['236.41', '227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '0']"
"['227.79', '220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '0']"
"['220.4', '222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '1']"
"['222.02', '228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '1']"
"['228.26', '223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '1']"
"['223.66', '223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '1']"
"['223.03', '225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '0']"
"['225.62', '224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '1']"
"['224.39', '229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '1']"
"['229.94', '235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '0']"
"['235.37', '235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '0']"
"['235.27', '229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '0']"
"['229.53', '227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '1']"
"['227.86', '218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '1']"
"['218.85', '224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '0']"
"['224.7', '225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '0']"
"['225.68', '228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '1']"
"['228.85', '235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '0']"
"['235.08', '234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '0']"
"['234.19', '235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '0']"
"['235.37', '240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '0']"
"['240.72', '238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '0']"
"['238.75', '236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '1']"
"['236.09', '233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '0']"
"['233.32', '235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '0']"
"['235.98', '242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '1']"
"['242.98', '241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '1']"
"['241.63', '240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '1']"
"['240.85', '242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '1']"
"['242.35', '241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '1']"
"['241.84', '240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '0']"
"['240.56', '238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '0']"
"['238.53', '237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '1']"
"['237.88', '236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '1']"
"['236.94', '237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '0']"
"['237.05', '235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '0']"
"['235.09', '234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '0']"
"['234.29', '234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '0']"
"['234.42', '235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '1']"
"['235.84', '239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '1']"
"['239.64', '239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '0']"
"['239.79', '240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '1']"
"['240.56', '237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '1']"
"['237.99', '237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '0']"
"['237.61', '237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '1']"
"['237.62', '237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '1']"
"['237.88', '235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '0']"
"['235.22', '233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '1']"
"['233.87', '231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '1']"
"['231.75', '224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '1']"
"['224.65', '225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '0']"
"['225.62', '226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '1']"
"['226.09', '225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '1']"
"['225.45', '225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '1']"
"['225.47', '226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '0']"
"['226.07', '224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '0']"
"['224.38', '228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '0']"
"['228.58', '230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '0']"
"['230.18', '229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '1']"
"['229.69', '230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '0']"
"['230.41', '231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '0']"
"['231.01', '234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '1']"
"['234.94', '234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '0']"
"['234.14', '236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '1']"
"['236.98', '246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '249', '1']"
"['246.68', '250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '249', '251.31', '1']"
"['250.58', '248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '249', '251.31', '254.95', '1']"
"['248.16', '246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '249', '251.31', '254.95', '262.37', '0']"
"['246.24', '244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '249', '251.31', '254.95', '262.37', '259', '0']"
"['244.8', '244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '249', '251.31', '254.95', '262.37', '259', '256.05', '1']"
"['244.19', '246.66', '244.9', '242.2', '243.07', '242.98', '249', '251.31', '254.95', '262.37', '259', '256.05', '258.58', '1']"
"['246.66', '244.9', '242.2', '243.07', '242.98', '249', '251.31', '254.95', '262.37', '259', '256.05', '258.58', '259.03', '1']"
"['244.9', '242.2', '243.07', '242.98', '249', '251.31', '254.95', '262.37', '259', '256.05', '258.58', '259.03', '268.72', '1']"
"['242.2', '243.07', '242.98', '249', '251.31', '254.95', '262.37', '259', '256.05', '258.58', '259.03', '268.72', '271.16', '0']"
"['243.07', '242.98', '249', '251.31', '254.95', '262.37', '259', '256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '1']"
"['242.98', '249', '251.31', '254.95', '262.37', '259', '256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '0']"
"['249', '251.31', '254.95', '262.37', '259', '256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '1']"
"['251.31', '254.95', '262.37', '259', '256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '1']"
"['254.95', '262.37', '259', '256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '1']"
"['262.37', '259', '256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '0']"
"['259', '256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '0']"
"['256.05', '258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '0']"
"['258.58', '259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '0']"
"['259.03', '268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '0']"
"['268.72', '271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '0']"
"['271.16', '266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '0']"
"['266.53', '274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '1']"
"['274.68', '269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '1']"
"['269.38', '285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '0']"
"['285.13', '292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '1']"
"['292.12', '307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '1']"
"['307.26', '289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '1']"
"['289.22', '289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '1']"
"['289.16', '288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '1']"
"['288.1', '279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '0']"
"['279.14', '278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '0']"
"['278.05', '275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '0']"
"['275.93', '273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '0']"
"['273.69', '277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '0']"
"['277.54', '277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '1']"
"['277.66', '276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '1']"
"['276.76', '280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '1']"
"['280.17', '286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '0']"
"['286.01', '288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '0']"
"['288.34', '291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '0']"
"['291.47', '292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '0']"
"['292.7', '291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '0']"
"['291.9', '290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '1']"
"['290.83', '287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '1']"
"['287.88', '285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '0']"
"['285.02', '281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '0']"
"['281.18', '281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '1']"
"['281.43', '282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '0']"
"['282.55', '284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '0']"
"['284.78', '282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '0']"
"['282.66', '279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '0']"
"['279.43', '275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '0']"
"['275.92', '267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '1']"
"['267.89', '264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '0']"
"['264.02', '264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '0']"
"['264.33', '268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '1']"
"['268.01', '266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '0']"
"['266.05', '264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '1']"
"['264.91', '265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '1']"
"['265.8', '263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '1']"
"['263.84', '258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '1']"
"['258.76', '252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '0']"
"['252.11', '241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '0']"
"['241.71', '230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '1']"
"['230.14', '234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '0']"
"['234.01', '233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '0']"
"['233.09', '227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '0']"
"['227.41', '228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '1']"
"['228.45', '215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '1']"
"['215.25', '219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '1']"
"['219.01', '226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '1']"
"['226.32', '226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '1']"
"['226.6', '230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '0']"
"['230.39', '230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '0']"
"['230.08', '228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '0']"
"['228.79', '230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '0']"
"['230.45', '229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '0']"
"['229.36', '229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '0']"
"['229.03', '228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '1']"
"['228.22', '230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '0']"
"['230.52', '234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '1']"
"['234.14', '240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '1']"
"['240.17', '240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '0']"
"['240.43', '243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '0']"
"['243.59', '240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '0']"
"['240.26', '239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '1']"
"['239.02', '238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '1']"
"['238.35', '236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '1']"
"['236.7', '231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '1']"
"['231.66', '230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '1']"
"['230.23', '230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '0']"
"['230.4', '229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '1']"
"['229.78', '233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '0']"
"['233.01', '233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '0']"
"['233.06', '232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '1']"
"['232.09', '231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '0']"
"['231.68', '229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '1']"
"['229.18', '230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '1']"
"['230.49', '230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '1']"
"['230.88', '234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '1']"
"['234.34', '235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '0']"
"['235.38', '235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '0']"
"['235.73', '233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '1']"
"['233.55', '238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '1']"
"['238.39', '237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '1']"
"['237.95', '237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '0']"
"['237.2', '238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '1']"
"['238.9', '237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '1']"
"['237.91', '239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '1']"
"['239.33', '239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '1']"
"['239.55', '240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '1']"
"['240.01', '245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '0']"
"['245.88', '244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '0']"
"['244.84', '243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '1']"
"['243.91', '244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '1']"
"['244.77', '245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '1']"
"['245.82', '249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '1']"
"['249.43', '246.25', '249.49', '253.14', '255.27', '264.73', '269.65', '264.74', '264.43', '270.15', '272.37', '273.89', '277.57', '1']"
